country,date,precipitation,snow_depth,tavg,tmax,tmin
Finland,12/11/2018,0.242134831,159.1428571,-2.996428571,-0.619205298,-3.916556291
Finland,12/12/2018,0.083146067,147.2,-4.95,-1.637748344,-7.115231788
Finland,12/13/2018,0.052247191,145.2,-4.535714286,-2.444,-7.522
Finland,12/14/2018,0.061016949,137.8666667,-5.928571429,-3.7,-7.254304636
Finland,12/15/2018,0.068926554,137.7333333,-7.025,-5.281578947,-8.525
Finland,12/16/2018,0.746327684,135.2,-7.046428571,-4.745333333,-9.31192053
Finland,12/17/2018,1.015168539,101.8181818,-5.389285714,-3.367763158,-7.491447368
Finland,12/18/2018,0.992222222,114.5,-4.296428571,-3.215231788,-5.734868421
Finland,12/19/2018,0.479329609,119.6818182,-4.553571429,-3.332236842,-6.186842105
Finland,12/20/2018,0.106741573,117.5217391,-5.95,-3.960264901,-7.67218543
Finland,12/21/2018,0.269886364,119.1363636,-9.117857143,-5.811258278,-11.58911565
Finland,12/22/2018,0.514689266,129.5714286,-13.89642857,-9.864473684,-15.78533333
Finland,12/23/2018,0.390340909,132.6521739,-14.75,-12.022,-16.94635762
Finland,12/24/2018,0.892045455,129.7391304,-11.38928571,-8.218543046,-17.44640523
Finland,12/25/2018,3.065536723,140.4,-3.4,-1.114666667,-10.09735099
Finland,12/26/2018,0.208522727,145,-4.446428571,-0.946357616,-6.606622517
Finland,12/27/2018,0.470786517,150.7727273,-4.632142857,-2.874834437,-7.80397351
Finland,12/28/2018,0.389204545,145.5652174,-4.021428571,-1.980405405,-6.241059603
Finland,12/29/2018,1.003932584,145.5652174,-1.682142857,0.309933775,-5.106
Finland,12/30/2018,0.160227273,154.7727273,-6.546428571,-0.123178808,-9.924
Finland,12/31/2018,6.029213483,179.1176471,-6.160714286,-3.32,-12.31933333
Finland,1/1/2019,7.152571429,222.7222222,-1.771428571,-0.206578947,-4.662666667
Finland,1/2/2019,0.463841808,220.6363636,-9.6,-2.028104575,-11.84161074
Finland,1/3/2019,2.934659091,247.2222222,-13.975,-7.927152318,-19.592
Finland,1/4/2019,0.788571429,252.2380952,-5.685714286,-3.317105263,-13.71523179
Finland,1/5/2019,0.10862069,233.0869565,-7.357142857,-4.1875,-9.619205298
Finland,1/6/2019,0.873714286,231,-3.496428571,-1.399337748,-8.640397351
Finland,1/7/2019,0.775568182,229.2727273,-1.835714286,1.219205298,-4.885234899
Finland,1/8/2019,2.406214689,259,-4.767857143,-2.359868421,-6.491390728
Finland,1/9/2019,0.218644068,253.7391304,-7.896428571,-3.925490196,-10.0384106
Finland,1/10/2019,2.478977273,269.25,-7.075,-4.206,-11.91842105
Finland,1/11/2019,1.217514124,265.5217391,-0.467857143,0.657236842,-6.334210526
Finland,1/12/2019,0.149142857,266.5909091,-3.646428571,0.425490196,-6.054
Finland,1/13/2019,2.318857143,299.2941176,-8.510714286,-3.721568627,-12.0751634
Finland,1/14/2019,2.639772727,284.6666667,-6.775,-4.355921053,-9.768666667
Finland,1/15/2019,1.5875,273.5882353,-7.432142857,-5.767567568,-10.11066667
Finland,1/16/2019,2.533898305,323.7142857,-9.735714286,-6.710666667,-11.896
Finland,1/17/2019,1.320224719,347.15,-11.625,-8.002649007,-13.52933333
Finland,1/18/2019,0.215606936,348.7391304,-15.01428571,-9.832450331,-16.8205298
Finland,1/19/2019,1.285882353,357.8,-14.88214286,-9.681456954,-19.10933333
Finland,1/20/2019,0.173714286,359.8181818,-18.575,-10.91381579,-20.1147651
Finland,1/21/2019,0.258959538,348.8695652,-22.25,-14.92894737,-25.116
Finland,1/22/2019,1.313793103,372.35,-16.175,-10.40728477,-23.31879195
Finland,1/23/2019,1.078857143,387.4,-12.97142857,-7.215231788,-17.07615894
Finland,1/24/2019,0.224712644,385.5238095,-18.79642857,-10.49798658,-20.88609272
Finland,1/25/2019,1.030857143,379.5454545,-15.04642857,-11.20328947,-20.40198675
Finland,1/26/2019,0.695977011,388.5238095,-16.83928571,-12.17417219,-18.45866667
Finland,1/27/2019,0.220809249,382.1818182,-22.68571429,-15.21710526,-25.97533333
Finland,1/28/2019,2.047701149,425.5294118,-18.75357143,-14.0414966,-26.63708609
Finland,1/29/2019,4.752840909,413.1875,-10.41071429,-8.661073826,-15.88947368
Finland,1/30/2019,1.648876404,444.2272727,-8.646428571,-6.196,-10.87533333
Finland,1/31/2019,0.059770115,448.0833333,-11.275,-7.505333333,-13.88066667
Finland,2/1/2019,0.233526012,451.1363636,-14.01428571,-9.603355705,-17.4295302
Finland,2/2/2019,1.355232558,432.3913043,-15.44285714,-11.72516556,-18.38657718
Finland,2/3/2019,5.752046784,441.1904762,-13.43928571,-10.29463087,-16.94701987
Finland,2/4/2019,1.652046784,460.0909091,-11.54642857,-8.381333333,-14.78344371
Finland,2/5/2019,2.912280702,478.7,-11.84642857,-7.812,-16.85333333
Finland,2/6/2019,1.148275862,484.0909091,-14.89642857,-8.831081081,-20.63221477
Finland,2/7/2019,2.348554913,487,-8.535714286,-5.221333333,-16.28344371
Finland,2/8/2019,2.921893491,495.6666667,-4.95,-3.117449664,-8.317880795
Finland,2/9/2019,5.137209302,478.7647059,-3.442857143,-2.415436242,-5.366225166
Finland,2/10/2019,3.247428571,456.8695652,-1.021428571,-0.043046358,-4.105263158
Finland,2/11/2019,2.660571429,432.7619048,-2.317857143,0.268666667,-3.902027027
Finland,2/12/2019,0.453179191,436.173913,-7.032142857,-2.27,-9.711486486
Finland,2/13/2019,1.174418605,441.95,-6.475,-3.050993377,-12.24768212
Finland,2/14/2019,2.48125,438.9090909,-2.189285714,0.631543624,-7.808552632
Finland,2/15/2019,0.436363636,454.6086957,1.928571429,4.300657895,-0.990604027
Finland,2/16/2019,0.653448276,452.5217391,0.85,3.453947368,-4.019736842
Finland,2/17/2019,0.067241379,448.9090909,-3.035714286,2.133112583,-6.558783784
Finland,2/18/2019,2.328901734,447.6666667,-4.392857143,-1.443708609,-11.79210526
Finland,2/19/2019,3.65,447.2857143,-1.053571429,-0.281456954,-2.896666667
Finland,2/20/2019,1.174712644,461.0909091,-6.171428571,-1.104666667,-8.92739726
Finland,2/21/2019,0.029885057,450.2173913,-14.56071429,-7.819333333,-16.98310811
Finland,2/22/2019,2.014942529,480.65,-11.25714286,-5.102739726,-19.90204082
Finland,2/23/2019,0.242857143,435.9090909,1.221428571,4.788741722,-6.364900662
Finland,2/24/2019,0.698850575,425.6086957,2.128571429,4.515333333,-1.435761589
Finland,2/25/2019,0.552542373,431.4761905,2.514285714,4.904697987,-0.031972789
Finland,2/26/2019,0.335428571,394.9090909,-0.439285714,2.223333333,-3.222818792
Finland,2/27/2019,1.132954545,401.9565217,1.696428571,4.0625,-3.346
Finland,2/28/2019,0.487931034,405.3636364,-4.167857143,1.88013245,-7.917687075
Finland,3/1/2019,0.633333333,407.4166667,-8.085714286,-4.176666667,-13.168
Finland,3/2/2019,2.776704545,414.95,-7.689285714,-2.968211921,-11.62364865
Finland,3/3/2019,0.072316384,415.173913,-13.05714286,-5.482666667,-17.09798658
Finland,3/4/2019,0.469491525,419.5454545,-10.25714286,-6.567114094,-15.92567568
Finland,3/5/2019,0.047457627,420.9565217,-11.57857143,-6.816326531,-15.28571429
Finland,3/6/2019,0.315730337,441.4285714,-9.107142857,-4.583108108,-18.354
Finland,3/7/2019,2.765730337,435.7368421,-5.832142857,-2.276,-10.22635135
Finland,3/8/2019,6.037640449,466.0555556,-3.260714286,-0.564900662,-7.721854305
Finland,3/9/2019,3.200558659,484.6842105,-3.814285714,-0.089189189,-6.704697987
Finland,3/10/2019,1.665168539,485.1578947,-5.757142857,-2.482666667,-9.111564626
Finland,3/11/2019,0.821468927,489.6818182,-8.885714286,-4.128666667,-12.36013514
Finland,3/12/2019,0.043181818,481.3478261,-9.514285714,-2.862913907,-14.34933333
Finland,3/13/2019,0.920338983,541.2352941,-12.00714286,-2.969333333,-18.16666667
Finland,3/14/2019,1.700564972,484.3636364,-2.207142857,-0.709459459,-6.683443709
Finland,3/15/2019,2.812290503,517.8,0.157142857,1.025503356,-1.635333333
Finland,3/16/2019,2.534831461,512.8888889,-0.189285714,1.39602649,-1.353333333
Finland,3/17/2019,5.909497207,520.5882353,-1.371428571,0.413907285,-3.346052632
Finland,3/18/2019,3.711666667,522.9473684,0.496428571,1.606578947,-1.525165563
Finland,3/19/2019,0.50505618,496.3333333,-0.964285714,1.525165563,-2.386486486
Finland,3/20/2019,1.380337079,513.15,-1.678571429,0.68410596,-5.68410596
Finland,3/21/2019,1.120670391,492.65,0.403571429,3.346357616,-3.473026316
Finland,3/22/2019,0.750561798,498,0.717857143,3.811842105,-2.663815789
Finland,3/23/2019,1.659550562,507.05,1.803571429,3.532026144,-2.515686275
Finland,3/24/2019,0.327374302,478.0952381,1.457142857,4.019607843,-1.19205298
Finland,3/25/2019,0.833333333,467.8,-1.867857143,2.167973856,-4.915333333
Finland,3/26/2019,0.046892655,495.5,-3.978571429,0.93,-8.820805369
Finland,3/27/2019,0.238636364,474.4444444,-2.428571429,2.417763158,-10.9496732
Finland,3/28/2019,0.201129944,486.45,2.289285714,6.252980132,-4.520394737
Finland,3/29/2019,0.474301676,476.1052632,4.7,8.370860927,1.253020134
Finland,3/30/2019,1.401129944,498.0588235,2.110714286,5.336601307,-1.011842105
Finland,3/31/2019,0.377653631,485,-0.071428571,3.065359477,-3.184666667
Finland,4/1/2019,0.098314607,510.8333333,0.257142857,3.696052632,-4.218300654
Finland,4/2/2019,0.024293785,486.125,2.014285714,6.345394737,-3.186754967
Finland,4/3/2019,0.297175141,468.8125,3.228571429,7.690131579,-2.432026144
Finland,4/4/2019,1.786440678,459.7647059,2.675,7.075163399,-0.993333333
Finland,4/5/2019,0.092045455,476.1875,0.657142857,5.878289474,-4.542105263
Finland,4/6/2019,0.046022727,468.125,2.967857143,8.952287582,-3.48627451
Finland,4/7/2019,1.179775281,518.5,2.2,7.654248366,-3.601315789
Finland,4/8/2019,5.426704545,480.7333333,-0.417857143,3.621568627,-3.029139073
Finland,4/9/2019,2.686516854,475.0625,-1.646428571,0.718543046,-3.331081081
Finland,4/10/2019,0.457062147,478.2352941,-3.203571429,-0.152941176,-5.803311258
Finland,4/11/2019,0.016384181,475.1176471,-1.985714286,2.032894737,-6.381045752
Finland,4/12/2019,0.013636364,486.8125,0.65,4.714379085,-5.350326797
Finland,4/13/2019,0.002259887,495.8,2.451851852,5.675163399,-1.167320261
Finland,4/14/2019,0,472.0666667,2.803703704,7.05620915,-1.005921053
Finland,4/15/2019,0,434.2,3.15,8.583443709,-3.253333333
Finland,4/16/2019,0,407.5333333,3.632142857,10.20392157,-3.57124183
Finland,4/17/2019,0,387.4666667,4.210714286,10.54013158,-3.015231788
Finland,4/18/2019,0,393.6428571,5.303571429,12.59276316,-3.149668874
Finland,4/19/2019,0.060227273,434.0833333,5.857142857,11.03443709,-0.686842105
Finland,4/20/2019,0.039772727,438.9090909,6.210714286,11.11644737,0.106578947
Finland,4/21/2019,0.215909091,430.3,6.589285714,10.54248366,0.679333333
Finland,4/22/2019,0.06741573,390.8,8.15,12.22039474,2.977631579
Finland,4/23/2019,0.001694915,348.1,10.69642857,16.08421053,3.338410596
Finland,4/24/2019,0,281.2,10.02857143,16.46993464,2.259868421
Finland,4/25/2019,0.001694915,233.2,10.42142857,16.98552632,1.713245033
Finland,4/26/2019,0.066666667,194.7777778,10.26785714,16.58618421,2.527631579
Finland,4/27/2019,0.001704545,212.5714286,8.214285714,14.75163399,2.286754967
Finland,4/28/2019,0,232.8333333,4.267857143,10.23137255,-1.035099338
Finland,4/29/2019,0.075706215,187.2857143,5.3,10.95751634,-1.779470199
Finland,4/30/2019,0.355367232,199.8333333,6.385714286,11.40784314,-0.269736842
Finland,5/1/2019,3.231843575,150.125,4.325,9.626797386,0.304666667
Finland,5/2/2019,4.96741573,158.5714286,0.621428571,4.079605263,-1.105369128
Finland,5/3/2019,3.962146893,133.7272727,-1.064285714,1.598039216,-3.117880795
Finland,5/4/2019,1.714204545,134.3636364,0.182142857,3.716993464,-3.372368421
Finland,5/5/2019,0.571910112,116.0833333,1.978571429,6.381699346,-2.98627451
Finland,5/6/2019,0.142372881,130.2222222,4.178571429,9.348366013,-2.3375
Finland,5/7/2019,2.870454545,113.1111111,4.65,9.05751634,0.093377483
Finland,5/8/2019,0.921111111,142.8888889,4.635714286,8.467973856,0.832026144
Finland,5/9/2019,0.097740113,116.6666667,7.671428571,12.59933775,0.349342105
Finland,5/10/2019,3.544886364,119.8,8.75,13.20855263,2.801324503
Finland,5/11/2019,9.09494382,73.66666667,9.557142857,12.60723684,5.875333333
Finland,5/12/2019,2.815642458,66,8.292857143,12.1125,5.949333333
Finland,5/13/2019,0.701685393,39.6,5.85,9.153289474,2.88590604
Finland,5/14/2019,0.086363636,26.4,6.085714286,10.5807947,1.809333333
Finland,5/15/2019,0.005681818,0,7.292857143,12.30789474,0.378666667
Finland,5/16/2019,0.002840909,0,9.335714286,14.904,0.875496689
Finland,5/17/2019,0.001714286,0,11.38214286,16.89271523,3.390789474
Finland,5/18/2019,0,0,13.6,19.86622517,4.241059603
Finland,5/19/2019,0.249142857,0,15.33214286,20.57615894,6.408
Finland,5/20/2019,1.544571429,0,15.00714286,19.85503356,9.676870748
Finland,5/21/2019,1.384571429,0,14.69285714,19.62,9.292666667
Finland,5/22/2019,2.16875,0,11.95714286,16.61655629,8.108108108
Finland,5/23/2019,2.013068182,0,8.014285714,12.68133333,4.651351351
Finland,5/24/2019,1.985875706,0,7.417857143,10.68278146,3.214569536
Finland,5/25/2019,4.738983051,0,8.039285714,11.05231788,5.394
Finland,5/26/2019,4.931638418,7.5,7.575,9.974834437,5.053333333
Finland,5/27/2019,1.602247191,0,9.060714286,12.3590604,5.808
Finland,5/28/2019,3.434090909,0,10.45357143,14.33,5.637748344
Finland,5/29/2019,4.978212291,0,10.39285714,14.13178808,8.262251656
Finland,5/30/2019,4.137430168,0,10.10714286,14.44836601,4.311258278
Finland,5/31/2019,2.318079096,2.5,8.739285714,12.65294118,5.682781457
Finland,6/1/2019,3.262359551,0,9.703571429,14.07843137,4.650980392
Finland,6/2/2019,0.352272727,0,9.528571429,13.44183007,6.321333333
Finland,6/3/2019,4.1625,0,10.88214286,15.32894737,3.495394737
Finland,6/4/2019,1.033333333,0,14.12857143,18.09078947,9.141830065
Finland,6/5/2019,0.063068182,0,16.66428571,21.62763158,9.294117647
Finland,6/6/2019,0.158522727,0,20.32857143,26.11633987,12.16776316
Finland,6/7/2019,1.413142857,0,21.6,27.52450331,13.19802632
Finland,6/8/2019,3.657386364,3.333333333,21.36071429,26.92894737,15.2781457
Finland,6/9/2019,5.599435028,0,16.575,21.7410596,13.80405405
Finland,6/10/2019,1.753631285,0,13.05357143,16.74172185,9.897333333
Finland,6/11/2019,0.107386364,0,11.3,15.5503268,6.749342105
Finland,6/12/2019,0.046590909,0,11.05357143,15.36143791,5.766013072
Finland,6/13/2019,0.511363636,0,13.10714286,16.8124183,6.898026316
Finland,6/14/2019,1.544,0,14.36785714,18.45921053,9.579605263
Finland,6/15/2019,0.068,0,14.76428571,19.57828947,9.3625
Finland,6/16/2019,0.013068182,0,16.56071429,21.87124183,9.067320261
Finland,6/17/2019,1.076704545,0,17.34285714,22.74836601,10.01568627
Finland,6/18/2019,1.411931818,0,17.48928571,21.93092105,11.50263158
Finland,6/19/2019,1.449717514,0,16.26785714,20.23376623,11.96143791
Finland,6/20/2019,1.465142857,0,17.78928571,22.2745098,10.0525974
Finland,6/21/2019,3.955307263,0,18.09285714,22.20649351,13.76052632
Finland,6/22/2019,4.306703911,0,14.29642857,18.97532468,11.4013245
Finland,6/23/2019,1.389444444,0,13.01071429,17.02207792,8.619607843
Finland,6/24/2019,0.488764045,0,13.74285714,18.33376623,8.021568627
Finland,6/25/2019,1.27740113,0,13.70714286,18.49220779,7.788235294
Finland,6/26/2019,2.340449438,0,14.06071429,18.17777778,9.156493506
Finland,6/27/2019,1.662921348,0,13.08571429,16.78441558,10.922
Finland,6/28/2019,0.094350282,0,12.325,16.32987013,7.49869281
Finland,6/29/2019,1.501129944,0,12.975,17.04350649,6.930065359
Finland,6/30/2019,0.621468927,0,13.91785714,17.84545455,8.31038961
Finland,7/1/2019,3.356179775,0,14.93928571,18.78831169,10.68954248
Finland,7/2/2019,3.225139665,0,13.79642857,17.92679739,10.38333333
Finland,7/3/2019,2.168156425,0,12.61785714,16.44248366,8.876973684
Finland,7/4/2019,2.560451977,0,12.23928571,15.94545455,8.150649351
Finland,7/5/2019,3.740909091,2.5,12.29285714,15.8751634,7.549006623
Finland,7/6/2019,2.552777778,0,12.325,15.98954248,9.126797386
Finland,7/7/2019,4.15480226,0,13.31785714,17.67581699,9.106535948
Finland,7/8/2019,1.305617978,0,12.73571429,16.70909091,9.081578947
Finland,7/9/2019,0.108522727,0,12.6,16.56013072,8.625
Finland,7/10/2019,0.010227273,0,13.08571429,17.73529412,8.471710526
Finland,7/11/2019,0.317045455,0,11.66428571,16.19346405,7.787333333
Finland,7/12/2019,0.395428571,0,12.58214286,17.17189542,5.868421053
Finland,7/13/2019,0.296,0,12.175,16.49144737,7.355263158
Finland,7/14/2019,0.532768362,0,12.15714286,16.29738562,6.81192053
Finland,7/15/2019,2.242134831,0,12.75714286,17.03267974,7.660784314
Finland,7/16/2019,2.856179775,0,13.46071429,17.52857143,9.430463576
Finland,7/17/2019,1.865536723,0,13.99642857,18.67922078,8.799350649
Finland,7/18/2019,1.763276836,0,15.26785714,19.87402597,8.988311688
Finland,7/19/2019,0.694318182,0,15.73928571,19.78896104,10.87189542
Finland,7/20/2019,0.005681818,0,17.38928571,23.01038961,10.48104575
Finland,7/21/2019,0.120903955,0,18.9,25.06168831,10.5512987
Finland,7/22/2019,0.231073446,0,19.75357143,25.60584416,12.53223684
Finland,7/23/2019,0.46440678,0,20.05714286,25.95194805,12.76493506
Finland,7/24/2019,0.035028249,0,20.15,25.8961039,13.29607843
Finland,7/25/2019,0.036158192,0,20.90714286,26.45620915,13.81523179
Finland,7/26/2019,0.001704545,0,22.15,27.82614379,14.88533333
Finland,7/27/2019,0.000568182,0,22.45357143,28.66470588,15.05430464
Finland,7/28/2019,0.027118644,0,18.17857143,25.6012987,13.87615894
Finland,7/29/2019,0.141242938,0,12.64285714,17.575,8.783892617
Finland,7/30/2019,1.380225989,0,10.40714286,14.02727273,7.02745098
Finland,7/31/2019,0.089265537,0,11.525,15.78104575,7.637254902
Finland,8/1/2019,0.2375,0,11.97142857,16.28684211,7.098013245
Finland,8/2/2019,0.235795455,0,11.50714286,15.39673203,7.510457516
Finland,8/3/2019,0.255367232,0,10.13571429,14.11558442,6.497385621
Finland,8/4/2019,0.007386364,0,10.75357143,15.47402597,4.953594771
Finland,8/5/2019,0.589772727,0,11.78928571,16.65424837,6.189542484
Finland,8/6/2019,0.694857143,0,11.69285714,16.18701299,6.215686275
Finland,8/7/2019,2.533714286,3.333333333,12.75,17.33092105,7.562091503
Finland,8/8/2019,1.405681818,10,13.32857143,17.75909091,9.118181818
Finland,8/9/2019,0.86875,0,13.47142857,18.58311688,8.760927152
Finland,8/10/2019,0.62259887,0,14.44642857,19.61830065,7.206535948
Finland,8/11/2019,4.355367232,0,15.15357143,19.12922078,10.67987013
Finland,8/12/2019,4.350555556,0,15.54642857,18.52418301,12.91973684
Finland,8/13/2019,5.007821229,0,15.44642857,18.97581699,12.91363636
Finland,8/14/2019,4.153888889,0,14.11071429,18.11568627,11.19533333
Finland,8/15/2019,2.026815642,0,13.28928571,16.63576159,10.19463087
Finland,8/16/2019,0.577272727,0,14.33214286,18.68039216,9.941830065
Finland,8/17/2019,0.899441341,3.333333333,16.44642857,20.23333333,11.62763158
Finland,8/18/2019,5.59039548,3.333333333,16.7,20.41315789,13.25131579
Finland,8/19/2019,3.61878453,0,15.47857143,18.52941176,12.70728477
Finland,8/20/2019,1.185310734,0,15.62142857,19.83267974,12.25496689
Finland,8/21/2019,2.721910112,0,14.83214286,19.11830065,11.30993377
Finland,8/22/2019,2.743181818,0,13.85714286,18.40196078,9.439869281
Finland,8/23/2019,5.691061453,0,12.83571429,16.76688312,8.300657895
Finland,8/24/2019,0.342372881,0,12.75714286,16.87207792,9.980794702
Finland,8/25/2019,3.940677966,0,13.05,17.21883117,6.143506494
Finland,8/26/2019,0.102808989,0,15.31071429,18.91428571,12.59542484
Finland,8/27/2019,0.181460674,0,15.89642857,21.53398693,9.357142857
Finland,8/28/2019,0.001129944,0,17.91071429,23.63856209,11.57532468
Finland,8/29/2019,1.005714286,0,18.90357143,24,12.81568627
Finland,8/30/2019,1.396571429,0,17.12142857,21.09078947,13.72214765
Finland,8/31/2019,0.039428571,0,16.28928571,20.03006536,12.88741722
Finland,9/1/2019,0.169886364,0,16.88571429,21.19276316,12.28223684
Finland,9/2/2019,7.282022472,3.333333333,16.5,21.60526316,12.17651007
Finland,9/3/2019,0.766666667,0,13.025,17.66405229,10.41
Finland,9/4/2019,1.423428571,0,12.28571429,17.01960784,7.525827815
Finland,9/5/2019,5.796,6.666666667,12.63214286,16.20980392,7.388815789
Finland,9/6/2019,1.809497207,0,11.83214286,15.39415584,9.938410596
Finland,9/7/2019,3.1,0,10.77142857,15.45649351,5.858169935
Finland,9/8/2019,1.116477273,0,12.42142857,16.17402597,8.439215686
Finland,9/9/2019,1.785310734,0,13.10357143,16.77581699,9.266013072
Finland,9/10/2019,0.376704545,0,14.98928571,18.84509804,10.69415584
Finland,9/11/2019,4.613068182,3.333333333,15.13214286,18.97597403,12.59078947
Finland,9/12/2019,5.791620112,6.666666667,13.51785714,15.70261438,12.21266667
Finland,9/13/2019,3.19039548,0,10.48214286,13.71633987,8.331543624
Finland,9/14/2019,2.532,0,7.692857143,12.16948052,4.980666667
Finland,9/15/2019,9.159322034,3.333333333,6.896428571,10.59090909,2.365131579
Finland,9/16/2019,1.228248588,0,7,9.898051948,4.464705882
Finland,9/17/2019,0.737640449,0,6.35,9.752597403,3.848026316
Finland,9/18/2019,0.751685393,0,4.682142857,9.168831169,1.846666667
Finland,9/19/2019,0.923863636,0,3.442857143,8.193421053,-0.515789474
Finland,9/20/2019,0.718285714,0,4.282142857,8.941830065,-0.210666667
Finland,9/21/2019,0.435795455,0,4.607142857,8.416993464,1.138311688
Finland,9/22/2019,0.067428571,0,3.478571429,7.509090909,0.395424837
Finland,9/23/2019,0.051136364,0,3.010714286,7.296103896,-0.459602649
Finland,9/24/2019,0.982285714,0,3.182142857,7.269480519,-0.649350649
Finland,9/25/2019,0.643258427,0,4.346428571,8.226973684,0.231125828
Finland,9/26/2019,0.189265537,0,7.114285714,10.56818182,2.975816993
Finland,9/27/2019,0.123428571,0,7.507142857,11.57142857,4.830718954
Finland,9/28/2019,0.937714286,0,7.725,11.32467532,4.437662338
Finland,9/29/2019,5.047457627,0,8.003571429,10.18311688,5.810457516
Finland,9/30/2019,6.031284916,7.5,8.742857143,10.5,6.467320261
Finland,10/1/2019,11.71206897,3.333333333,6.610714286,9.543421053,4.487417219
Finland,10/2/2019,0.678977273,0,3.618518519,6.519205298,1.791333333
Finland,10/3/2019,1.607954545,0,2.118518519,4.272368421,-0.068874172
Finland,10/4/2019,1.682183908,7.272727273,0.851851852,3.109868421,-0.470198675
Finland,10/5/2019,0.184444444,6.666666667,1.262962963,4.119736842,-1.626973684
Finland,10/6/2019,0.868361582,7.272727273,2.766666667,5.588815789,-0.264900662
Finland,10/7/2019,0.574033149,7.272727273,2.881481481,5.306578947,0.946
Finland,10/8/2019,0.82122905,7.5,1.503703704,3.95,-0.354
Finland,10/9/2019,1.182386364,7.272727273,1.337037037,4.074324324,-0.905960265
Finland,10/10/2019,1.471111111,8.333333333,2.844444444,5.214,-0.253691275
Finland,10/11/2019,4.970857143,7,5.396296296,6.824666667,2.21589404
Finland,10/12/2019,3.094915254,8.333333333,4.796296296,5.991447368,3.190728477
Finland,10/13/2019,1.516292135,6.25,3.085185185,5.453947368,1.358
Finland,10/14/2019,1.239325843,9,1.448148148,3.823684211,-0.34966443
Finland,10/15/2019,1.292178771,6.666666667,0.844444444,3.764238411,-2.274172185
Finland,10/16/2019,1.048044693,9.090909091,1.840740741,3.197350993,-0.062251656
Finland,10/17/2019,2.067039106,12,1.011111111,1.952317881,-0.62781457
Finland,10/18/2019,2.294413408,15,3.455555556,4.569333333,0.558278146
Finland,10/19/2019,6.769273743,31.90909091,5.548148148,7.209210526,2.816666667
Finland,10/20/2019,5.317977528,33.81818182,1.362962963,5.186092715,-1.442105263
Finland,10/21/2019,0.472067039,30.16666667,0.603703704,2.472847682,-2.143708609
Finland,10/22/2019,1.751396648,41.25,4.522222222,6.594,-1.269736842
Finland,10/23/2019,0.225139665,39.1,5.059259259,6.916339869,2.767105263
Finland,10/24/2019,2.357062147,57.77777778,5.511111111,6.988157895,1.638157895
Finland,10/25/2019,5.863068182,50,7.385185185,8.276821192,4.998039216
Finland,10/26/2019,3.064204545,90.18181818,2.784615385,7.560130719,0.815333333
Finland,10/27/2019,1.269318182,83.33333333,-2.023076923,1.288235294,-4.041721854
Finland,10/28/2019,0.686363636,70.66666667,-3.603846154,-1.274509804,-6.660526316
Finland,10/29/2019,0.163636364,65.625,-4.15,-1.359477124,-6.541447368
Finland,10/30/2019,2.229775281,66.21428571,-5.573076923,-2.206622517,-9.122875817
Finland,10/31/2019,1.042372881,89.33333333,-1.792592593,0.311111111,-6.071428571
Finland,11/1/2019,0.454189944,88.76470588,-3.862962963,-0.907843137,-6.565131579
Finland,11/2/2019,5.587078652,82.15384615,-1.207407407,0.541176471,-5.454248366
Finland,11/3/2019,0.263841808,112.5625,-2.12962963,0.493506494,-5.332450331
Finland,11/4/2019,0.009659091,107.625,-6.525925926,-2.7,-9.592105263
Finland,11/5/2019,0.019428571,107.5,-6.959259259,-4.174025974,-10.72857143
Finland,11/6/2019,0.028409091,100.1176471,-8.366666667,-5.102614379,-11.08211921
Finland,11/7/2019,0.476,96.5,-7.622222222,-5.704635762,-10.99473684
Finland,11/8/2019,3.397159091,102.5882353,-6.118518519,-3.984210526,-8.571052632
Finland,11/9/2019,4.380571429,110.6875,-3.585185185,-1.8625,-6.832679739
Finland,11/10/2019,3.952571429,114.7894737,-4.022222222,-2.239473684,-5.628289474
Finland,11/11/2019,2.206896552,108.75,-4.951851852,-2.071523179,-7.15620915
Finland,11/12/2019,4.307428571,149.2666667,-2.877777778,-1.283333333,-6.08496732
Finland,11/13/2019,7.636363636,161.8125,1.733333333,2.607284768,-2.258169935
Finland,11/14/2019,7.191525424,131.85,2.92962963,4.552941176,1.088666667
Finland,11/15/2019,0.196610169,155.5,-0.388888889,3.149019608,-2.263815789
Finland,11/16/2019,1.878857143,144,-2.274074074,-0.390789474,-4.205263158
Finland,11/17/2019,2.095454545,150.1875,0.292592593,1.768627451,-3.475974026
Finland,11/18/2019,0.339772727,128.7333333,1.3,2.536184211,-1.054545455
Finland,11/19/2019,0.894252874,62.0625,3.218518519,3.747333333,1.044736842
Finland,11/20/2019,0.715254237,56.3125,3.559259259,4.283006536,2.065789474
Finland,11/21/2019,0.284571429,58.06666667,2.037037037,3.648701299,0.882894737
Finland,11/22/2019,0.265142857,45.55,-0.218518519,2.275,-1.671052632
Finland,11/23/2019,0.158045977,47.42105263,-1.114814815,0.247058824,-2.252941176
Finland,11/24/2019,0.643678161,58.06666667,-2.166666667,-0.768181818,-2.989542484
Finland,11/25/2019,0.459770115,56.9375,-1.748148148,-0.454605263,-3.366447368
Finland,11/26/2019,4.342528736,61.875,-1.081481481,-0.05,-3.382894737
Finland,11/27/2019,5.010344828,71.33333333,-4.577777778,-0.975,-6.588741722
Finland,11/28/2019,10.52068966,154.6666667,-2.351851852,-0.95,-6.811688312
