timestamp,target,segment
2016-04-11,151,Finland_KaggleRama_Kaggle Sticker
2016-04-11,235,Norway_KaggleMart_Kaggle Mug
2016-04-11,612,Norway_KaggleMart_Kaggle Hat
2016-04-11,138,Norway_KaggleMart_Kaggle Sticker
2016-04-11,481,Norway_KaggleRama_Kaggle Mug
2016-04-11,1029,Norway_KaggleRama_Kaggle Hat
2016-04-11,233,Norway_KaggleRama_Kaggle Sticker
2016-04-11,194,Sweden_KaggleMart_Kaggle Mug
2016-04-11,404,Sweden_KaggleMart_Kaggle Hat
2016-04-11,104,Sweden_KaggleMart_Kaggle Sticker
2016-04-11,340,Sweden_KaggleRama_Kaggle Mug
2016-04-11,806,Sweden_KaggleRama_Kaggle Hat
2016-04-11,196,Sweden_KaggleRama_Kaggle Sticker
2016-04-12,156,Finland_KaggleMart_Kaggle Mug
2016-04-12,391,Finland_KaggleMart_Kaggle Hat
2016-04-12,89,Finland_KaggleMart_Kaggle Sticker
2016-04-12,285,Finland_KaggleRama_Kaggle Mug
2016-04-12,643,Finland_KaggleRama_Kaggle Hat
2016-04-12,145,Finland_KaggleRama_Kaggle Sticker
2016-04-12,273,Norway_KaggleMart_Kaggle Mug
2016-04-12,617,Norway_KaggleMart_Kaggle Hat
2016-04-12,147,Norway_KaggleMart_Kaggle Sticker
2016-04-12,451,Norway_KaggleRama_Kaggle Mug
2016-04-12,1022,Norway_KaggleRama_Kaggle Hat
2016-04-12,234,Norway_KaggleRama_Kaggle Sticker
2016-04-12,217,Sweden_KaggleMart_Kaggle Mug
2016-04-12,437,Sweden_KaggleMart_Kaggle Hat
2016-04-12,106,Sweden_KaggleMart_Kaggle Sticker
2016-04-12,328,Sweden_KaggleRama_Kaggle Mug
2016-04-12,755,Sweden_KaggleRama_Kaggle Hat
2016-04-12,182,Sweden_KaggleRama_Kaggle Sticker
2016-04-13,174,Finland_KaggleMart_Kaggle Mug
2016-04-13,363,Finland_KaggleMart_Kaggle Hat
2016-04-13,90,Finland_KaggleMart_Kaggle Sticker
2016-04-13,309,Finland_KaggleRama_Kaggle Mug
2016-04-13,601,Finland_KaggleRama_Kaggle Hat
2016-04-13,144,Finland_KaggleRama_Kaggle Sticker
2016-04-13,272,Norway_KaggleMart_Kaggle Mug
2016-04-13,585,Norway_KaggleMart_Kaggle Hat
2016-04-13,141,Norway_KaggleMart_Kaggle Sticker
2016-04-13,444,Norway_KaggleRama_Kaggle Mug
2016-04-13,1075,Norway_KaggleRama_Kaggle Hat
2016-04-13,242,Norway_KaggleRama_Kaggle Sticker
2016-04-13,195,Sweden_KaggleMart_Kaggle Mug
2016-04-13,429,Sweden_KaggleMart_Kaggle Hat
2016-04-13,101,Sweden_KaggleMart_Kaggle Sticker
2016-04-13,353,Sweden_KaggleRama_Kaggle Mug
2016-04-13,712,Sweden_KaggleRama_Kaggle Hat
2016-04-13,180,Sweden_KaggleRama_Kaggle Sticker
2016-04-14,172,Finland_KaggleMart_Kaggle Mug
2016-04-14,361,Finland_KaggleMart_Kaggle Hat
2016-04-14,90,Finland_KaggleMart_Kaggle Sticker
2016-04-14,288,Finland_KaggleRama_Kaggle Mug
2016-04-14,616,Finland_KaggleRama_Kaggle Hat
2016-04-14,150,Finland_KaggleRama_Kaggle Sticker
2016-04-14,255,Norway_KaggleMart_Kaggle Mug
2016-04-14,573,Norway_KaggleMart_Kaggle Hat
2016-04-14,143,Norway_KaggleMart_Kaggle Sticker
2016-04-14,466,Norway_KaggleRama_Kaggle Mug
2016-04-14,946,Norway_KaggleRama_Kaggle Hat
2016-04-14,256,Norway_KaggleRama_Kaggle Sticker
2016-04-14,182,Sweden_KaggleMart_Kaggle Mug
2016-04-14,436,Sweden_KaggleMart_Kaggle Hat
2016-04-14,102,Sweden_KaggleMart_Kaggle Sticker
2016-04-14,352,Sweden_KaggleRama_Kaggle Mug
2016-04-14,796,Sweden_KaggleRama_Kaggle Hat
2016-04-14,184,Sweden_KaggleRama_Kaggle Sticker
2016-04-15,165,Finland_KaggleMart_Kaggle Mug
2016-04-15,391,Finland_KaggleMart_Kaggle Hat
2016-04-15,88,Finland_KaggleMart_Kaggle Sticker
2016-04-15,277,Finland_KaggleRama_Kaggle Mug
2016-04-15,671,Finland_KaggleRama_Kaggle Hat
2016-04-15,159,Finland_KaggleRama_Kaggle Sticker
2016-04-15,290,Norway_KaggleMart_Kaggle Mug
2016-04-15,553,Norway_KaggleMart_Kaggle Hat
2016-04-15,134,Norway_KaggleMart_Kaggle Sticker
2016-04-15,517,Norway_KaggleRama_Kaggle Mug
2016-04-15,1080,Norway_KaggleRama_Kaggle Hat
2016-04-15,281,Norway_KaggleRama_Kaggle Sticker
2016-04-15,197,Sweden_KaggleMart_Kaggle Mug
2016-04-15,443,Sweden_KaggleMart_Kaggle Hat
2016-04-15,107,Sweden_KaggleMart_Kaggle Sticker
2016-04-15,345,Sweden_KaggleRama_Kaggle Mug
2016-04-15,844,Sweden_KaggleRama_Kaggle Hat
2016-04-15,175,Sweden_KaggleRama_Kaggle Sticker
2016-04-16,213,Finland_KaggleMart_Kaggle Mug
2016-04-16,470,Finland_KaggleMart_Kaggle Hat
2016-04-16,119,Finland_KaggleMart_Kaggle Sticker
2016-04-16,351,Finland_KaggleRama_Kaggle Mug
2016-04-16,791,Finland_KaggleRama_Kaggle Hat
2016-04-16,180,Finland_KaggleRama_Kaggle Sticker
2016-04-16,306,Norway_KaggleMart_Kaggle Mug
2016-04-16,752,Norway_KaggleMart_Kaggle Hat
2016-04-16,150,Norway_KaggleMart_Kaggle Sticker
2016-04-16,560,Norway_KaggleRama_Kaggle Mug
2016-04-16,1393,Norway_KaggleRama_Kaggle Hat
2016-04-16,292,Norway_KaggleRama_Kaggle Sticker
2016-04-16,255,Sweden_KaggleMart_Kaggle Mug
2016-04-16,555,Sweden_KaggleMart_Kaggle Hat
2016-04-16,126,Sweden_KaggleMart_Kaggle Sticker
2016-04-16,412,Sweden_KaggleRama_Kaggle Mug
2016-04-16,954,Sweden_KaggleRama_Kaggle Hat
2016-04-16,211,Sweden_KaggleRama_Kaggle Sticker
2016-04-17,201,Finland_KaggleMart_Kaggle Mug
2016-04-17,461,Finland_KaggleMart_Kaggle Hat
2016-04-17,111,Finland_KaggleMart_Kaggle Sticker
2016-04-17,383,Finland_KaggleRama_Kaggle Mug
2016-04-17,805,Finland_KaggleRama_Kaggle Hat
2016-04-17,178,Finland_KaggleRama_Kaggle Sticker
2016-04-17,315,Norway_KaggleMart_Kaggle Mug
2016-04-17,669,Norway_KaggleMart_Kaggle Hat
2016-04-17,184,Norway_KaggleMart_Kaggle Sticker
2016-04-17,526,Norway_KaggleRama_Kaggle Mug
2016-04-17,1415,Norway_KaggleRama_Kaggle Hat
2016-04-17,301,Norway_KaggleRama_Kaggle Sticker
2016-04-17,238,Sweden_KaggleMart_Kaggle Mug
2016-04-17,577,Sweden_KaggleMart_Kaggle Hat
2016-04-17,126,Sweden_KaggleMart_Kaggle Sticker
2016-04-17,420,Sweden_KaggleRama_Kaggle Mug
2016-04-17,858,Sweden_KaggleRama_Kaggle Hat
2016-04-17,208,Sweden_KaggleRama_Kaggle Sticker
2016-04-18,147,Finland_KaggleMart_Kaggle Mug
2016-04-18,353,Finland_KaggleMart_Kaggle Hat
2016-04-18,89,Finland_KaggleMart_Kaggle Sticker
2016-04-18,291,Finland_KaggleRama_Kaggle Mug
2016-04-18,613,Finland_KaggleRama_Kaggle Hat
2016-04-18,146,Finland_KaggleRama_Kaggle Sticker
2016-04-18,256,Norway_KaggleMart_Kaggle Mug
2016-04-18,587,Norway_KaggleMart_Kaggle Hat
2016-04-18,139,Norway_KaggleMart_Kaggle Sticker
2016-04-18,471,Norway_KaggleRama_Kaggle Mug
2016-04-18,1027,Norway_KaggleRama_Kaggle Hat
2016-04-18,236,Norway_KaggleRama_Kaggle Sticker
2016-04-18,181,Sweden_KaggleMart_Kaggle Mug
2016-04-18,423,Sweden_KaggleMart_Kaggle Hat
2016-04-18,110,Sweden_KaggleMart_Kaggle Sticker
2016-04-18,329,Sweden_KaggleRama_Kaggle Mug
2016-04-18,707,Sweden_KaggleRama_Kaggle Hat
2016-04-18,175,Sweden_KaggleRama_Kaggle Sticker
2016-04-19,162,Finland_KaggleMart_Kaggle Mug
2016-04-19,345,Finland_KaggleMart_Kaggle Hat
2016-04-19,77,Finland_KaggleMart_Kaggle Sticker
2016-04-19,269,Finland_KaggleRama_Kaggle Mug
2016-04-19,666,Finland_KaggleRama_Kaggle Hat
2016-04-19,157,Finland_KaggleRama_Kaggle Sticker
2016-04-19,286,Norway_KaggleMart_Kaggle Mug
2016-04-19,640,Norway_KaggleMart_Kaggle Hat
2016-04-19,142,Norway_KaggleMart_Kaggle Sticker
2016-04-19,472,Norway_KaggleRama_Kaggle Mug
2016-04-19,954,Norway_KaggleRama_Kaggle Hat
2016-04-19,232,Norway_KaggleRama_Kaggle Sticker
2016-04-19,196,Sweden_KaggleMart_Kaggle Mug
2016-04-19,422,Sweden_KaggleMart_Kaggle Hat
2016-04-19,113,Sweden_KaggleMart_Kaggle Sticker
2016-04-19,329,Sweden_KaggleRama_Kaggle Mug
2016-04-19,764,Sweden_KaggleRama_Kaggle Hat
2016-04-19,176,Sweden_KaggleRama_Kaggle Sticker
2016-04-20,154,Finland_KaggleMart_Kaggle Mug
2016-04-20,379,Finland_KaggleMart_Kaggle Hat
2016-04-20,96,Finland_KaggleMart_Kaggle Sticker
2016-04-20,292,Finland_KaggleRama_Kaggle Mug
2016-04-20,660,Finland_KaggleRama_Kaggle Hat
2016-04-20,144,Finland_KaggleRama_Kaggle Sticker
2016-04-20,261,Norway_KaggleMart_Kaggle Mug
2016-04-20,569,Norway_KaggleMart_Kaggle Hat
2016-04-20,145,Norway_KaggleMart_Kaggle Sticker
2016-04-20,470,Norway_KaggleRama_Kaggle Mug
2016-04-20,1090,Norway_KaggleRama_Kaggle Hat
2016-04-20,241,Norway_KaggleRama_Kaggle Sticker
2016-04-20,185,Sweden_KaggleMart_Kaggle Mug
2016-04-20,414,Sweden_KaggleMart_Kaggle Hat
2016-04-20,107,Sweden_KaggleMart_Kaggle Sticker
2016-04-20,353,Sweden_KaggleRama_Kaggle Mug
2016-04-20,765,Sweden_KaggleRama_Kaggle Hat
2016-04-20,173,Sweden_KaggleRama_Kaggle Sticker
2016-04-21,144,Finland_KaggleMart_Kaggle Mug
2016-04-21,367,Finland_KaggleMart_Kaggle Hat
2016-04-21,88,Finland_KaggleMart_Kaggle Sticker
2016-04-21,290,Finland_KaggleRama_Kaggle Mug
2016-04-21,645,Finland_KaggleRama_Kaggle Hat
2016-04-21,140,Finland_KaggleRama_Kaggle Sticker
2016-04-21,269,Norway_KaggleMart_Kaggle Mug
2016-04-21,603,Norway_KaggleMart_Kaggle Hat
2016-04-21,120,Norway_KaggleMart_Kaggle Sticker
2016-04-21,459,Norway_KaggleRama_Kaggle Mug
2016-04-21,1024,Norway_KaggleRama_Kaggle Hat
2016-04-21,236,Norway_KaggleRama_Kaggle Sticker
2016-04-21,199,Sweden_KaggleMart_Kaggle Mug
2016-04-21,413,Sweden_KaggleMart_Kaggle Hat
2016-04-21,95,Sweden_KaggleMart_Kaggle Sticker
2016-04-21,326,Sweden_KaggleRama_Kaggle Mug
2016-04-21,750,Sweden_KaggleRama_Kaggle Hat
2016-04-21,178,Sweden_KaggleRama_Kaggle Sticker
2016-04-22,169,Finland_KaggleMart_Kaggle Mug
2016-04-22,394,Finland_KaggleMart_Kaggle Hat
2016-04-22,94,Finland_KaggleMart_Kaggle Sticker
2016-04-22,288,Finland_KaggleRama_Kaggle Mug
2016-04-22,558,Finland_KaggleRama_Kaggle Hat
2016-04-22,152,Finland_KaggleRama_Kaggle Sticker
2016-04-22,263,Norway_KaggleMart_Kaggle Mug
2016-04-22,639,Norway_KaggleMart_Kaggle Hat
2016-04-22,157,Norway_KaggleMart_Kaggle Sticker
2016-04-22,484,Norway_KaggleRama_Kaggle Mug
2016-04-22,1046,Norway_KaggleRama_Kaggle Hat
2016-04-22,246,Norway_KaggleRama_Kaggle Sticker
2016-04-22,211,Sweden_KaggleMart_Kaggle Mug
2016-04-22,428,Sweden_KaggleMart_Kaggle Hat
2016-04-22,101,Sweden_KaggleMart_Kaggle Sticker
2016-04-22,364,Sweden_KaggleRama_Kaggle Mug
2016-04-22,809,Sweden_KaggleRama_Kaggle Hat
2016-04-22,196,Sweden_KaggleRama_Kaggle Sticker
2016-04-23,212,Finland_KaggleMart_Kaggle Mug
2016-04-23,457,Finland_KaggleMart_Kaggle Hat
2016-04-23,117,Finland_KaggleMart_Kaggle Sticker
2016-04-23,330,Finland_KaggleRama_Kaggle Mug
2016-04-23,734,Finland_KaggleRama_Kaggle Hat
2016-04-23,202,Finland_KaggleRama_Kaggle Sticker
2016-04-23,307,Norway_KaggleMart_Kaggle Mug
2016-04-23,696,Norway_KaggleMart_Kaggle Hat
2016-04-23,162,Norway_KaggleMart_Kaggle Sticker
2016-04-23,573,Norway_KaggleRama_Kaggle Mug
2016-04-23,1273,Norway_KaggleRama_Kaggle Hat
2016-04-23,321,Norway_KaggleRama_Kaggle Sticker
2016-04-23,258,Sweden_KaggleMart_Kaggle Mug
2016-04-23,547,Sweden_KaggleMart_Kaggle Hat
2016-04-23,132,Sweden_KaggleMart_Kaggle Sticker
2016-04-23,375,Sweden_KaggleRama_Kaggle Mug
2016-04-23,991,Sweden_KaggleRama_Kaggle Hat
2016-04-23,219,Sweden_KaggleRama_Kaggle Sticker
2016-04-24,207,Finland_KaggleMart_Kaggle Mug
2016-04-24,459,Finland_KaggleMart_Kaggle Hat
2016-04-24,103,Finland_KaggleMart_Kaggle Sticker
2016-04-24,349,Finland_KaggleRama_Kaggle Mug
2016-04-24,866,Finland_KaggleRama_Kaggle Hat
2016-04-24,193,Finland_KaggleRama_Kaggle Sticker
2016-04-24,324,Norway_KaggleMart_Kaggle Mug
2016-04-24,709,Norway_KaggleMart_Kaggle Hat
2016-04-24,164,Norway_KaggleMart_Kaggle Sticker
2016-04-24,551,Norway_KaggleRama_Kaggle Mug
2016-04-24,1311,Norway_KaggleRama_Kaggle Hat
2016-04-24,306,Norway_KaggleRama_Kaggle Sticker
2016-04-24,252,Sweden_KaggleMart_Kaggle Mug
2016-04-24,506,Sweden_KaggleMart_Kaggle Hat
2016-04-24,126,Sweden_KaggleMart_Kaggle Sticker
2016-04-24,423,Sweden_KaggleRama_Kaggle Mug
2016-04-24,1041,Sweden_KaggleRama_Kaggle Hat
2016-04-24,234,Sweden_KaggleRama_Kaggle Sticker
2016-04-25,156,Finland_KaggleMart_Kaggle Mug
2016-04-25,378,Finland_KaggleMart_Kaggle Hat
2016-04-25,85,Finland_KaggleMart_Kaggle Sticker
2016-04-25,285,Finland_KaggleRama_Kaggle Mug
2016-04-25,642,Finland_KaggleRama_Kaggle Hat
2016-04-25,151,Finland_KaggleRama_Kaggle Sticker
2016-04-25,228,Norway_KaggleMart_Kaggle Mug
2016-04-25,576,Norway_KaggleMart_Kaggle Hat
2016-04-25,141,Norway_KaggleMart_Kaggle Sticker
2016-04-25,464,Norway_KaggleRama_Kaggle Mug
2016-04-25,956,Norway_KaggleRama_Kaggle Hat
2016-04-25,237,Norway_KaggleRama_Kaggle Sticker
2016-04-25,189,Sweden_KaggleMart_Kaggle Mug
2016-04-25,474,Sweden_KaggleMart_Kaggle Hat
2016-04-25,100,Sweden_KaggleMart_Kaggle Sticker
2016-04-25,317,Sweden_KaggleRama_Kaggle Mug
2016-04-25,747,Sweden_KaggleRama_Kaggle Hat
2016-04-25,170,Sweden_KaggleRama_Kaggle Sticker
2016-04-26,143,Finland_KaggleMart_Kaggle Mug
2016-04-26,341,Finland_KaggleMart_Kaggle Hat
2016-04-26,89,Finland_KaggleMart_Kaggle Sticker
2016-04-26,290,Finland_KaggleRama_Kaggle Mug
2016-04-26,647,Finland_KaggleRama_Kaggle Hat
2016-04-26,163,Finland_KaggleRama_Kaggle Sticker
2016-04-26,263,Norway_KaggleMart_Kaggle Mug
2016-04-26,578,Norway_KaggleMart_Kaggle Hat
2016-04-26,139,Norway_KaggleMart_Kaggle Sticker
2016-04-26,450,Norway_KaggleRama_Kaggle Mug
2016-04-26,1068,Norway_KaggleRama_Kaggle Hat
2016-04-26,233,Norway_KaggleRama_Kaggle Sticker
2016-04-26,184,Sweden_KaggleMart_Kaggle Mug
2016-04-26,397,Sweden_KaggleMart_Kaggle Hat
2016-04-26,105,Sweden_KaggleMart_Kaggle Sticker
2016-04-26,336,Sweden_KaggleRama_Kaggle Mug
2016-04-26,775,Sweden_KaggleRama_Kaggle Hat
2016-04-26,178,Sweden_KaggleRama_Kaggle Sticker
2016-04-27,164,Finland_KaggleMart_Kaggle Mug
2016-04-27,359,Finland_KaggleMart_Kaggle Hat
2016-04-27,79,Finland_KaggleMart_Kaggle Sticker
2016-04-27,301,Finland_KaggleRama_Kaggle Mug
2016-04-27,656,Finland_KaggleRama_Kaggle Hat
2016-04-27,147,Finland_KaggleRama_Kaggle Sticker
2016-04-27,258,Norway_KaggleMart_Kaggle Mug
2016-04-27,570,Norway_KaggleMart_Kaggle Hat
2016-04-27,128,Norway_KaggleMart_Kaggle Sticker
2016-04-27,451,Norway_KaggleRama_Kaggle Mug
2016-04-27,959,Norway_KaggleRama_Kaggle Hat
2016-04-27,257,Norway_KaggleRama_Kaggle Sticker
2016-04-27,188,Sweden_KaggleMart_Kaggle Mug
2016-04-27,460,Sweden_KaggleMart_Kaggle Hat
2016-04-27,103,Sweden_KaggleMart_Kaggle Sticker
2016-04-27,322,Sweden_KaggleRama_Kaggle Mug
2016-04-27,789,Sweden_KaggleRama_Kaggle Hat
2016-04-27,167,Sweden_KaggleRama_Kaggle Sticker
2016-04-28,148,Finland_KaggleMart_Kaggle Mug
2016-04-28,390,Finland_KaggleMart_Kaggle Hat
2016-04-28,87,Finland_KaggleMart_Kaggle Sticker
2016-04-28,274,Finland_KaggleRama_Kaggle Mug
2016-04-28,642,Finland_KaggleRama_Kaggle Hat
2016-04-28,151,Finland_KaggleRama_Kaggle Sticker
2016-04-28,232,Norway_KaggleMart_Kaggle Mug
2016-04-28,574,Norway_KaggleMart_Kaggle Hat
2016-04-28,140,Norway_KaggleMart_Kaggle Sticker
2016-04-28,479,Norway_KaggleRama_Kaggle Mug
2016-04-28,1090,Norway_KaggleRama_Kaggle Hat
2016-04-28,251,Norway_KaggleRama_Kaggle Sticker
2016-04-28,186,Sweden_KaggleMart_Kaggle Mug
2016-04-28,456,Sweden_KaggleMart_Kaggle Hat
2016-04-28,100,Sweden_KaggleMart_Kaggle Sticker
2016-04-28,299,Sweden_KaggleRama_Kaggle Mug
2016-04-28,756,Sweden_KaggleRama_Kaggle Hat
2016-04-28,166,Sweden_KaggleRama_Kaggle Sticker
2016-04-29,159,Finland_KaggleMart_Kaggle Mug
2016-04-29,379,Finland_KaggleMart_Kaggle Hat
2016-04-29,90,Finland_KaggleMart_Kaggle Sticker
2016-04-29,300,Finland_KaggleRama_Kaggle Mug
2016-04-29,640,Finland_KaggleRama_Kaggle Hat
2016-04-29,164,Finland_KaggleRama_Kaggle Sticker
2016-04-29,286,Norway_KaggleMart_Kaggle Mug
2016-04-29,617,Norway_KaggleMart_Kaggle Hat
2016-04-29,139,Norway_KaggleMart_Kaggle Sticker
2016-04-29,466,Norway_KaggleRama_Kaggle Mug
2016-04-29,1090,Norway_KaggleRama_Kaggle Hat
2016-04-29,253,Norway_KaggleRama_Kaggle Sticker
2016-04-29,188,Sweden_KaggleMart_Kaggle Mug
2016-04-29,476,Sweden_KaggleMart_Kaggle Hat
2016-04-29,105,Sweden_KaggleMart_Kaggle Sticker
2016-04-29,327,Sweden_KaggleRama_Kaggle Mug
2016-04-29,806,Sweden_KaggleRama_Kaggle Hat
2016-04-29,189,Sweden_KaggleRama_Kaggle Sticker
2016-04-30,196,Finland_KaggleMart_Kaggle Mug
2016-04-30,463,Finland_KaggleMart_Kaggle Hat
2016-04-30,104,Finland_KaggleMart_Kaggle Sticker
2016-04-30,348,Finland_KaggleRama_Kaggle Mug
2016-04-30,788,Finland_KaggleRama_Kaggle Hat
2016-04-30,197,Finland_KaggleRama_Kaggle Sticker
2016-04-30,356,Norway_KaggleMart_Kaggle Mug
2016-04-30,693,Norway_KaggleMart_Kaggle Hat
2016-04-30,183,Norway_KaggleMart_Kaggle Sticker
2016-04-30,505,Norway_KaggleRama_Kaggle Mug
2016-04-30,1179,Norway_KaggleRama_Kaggle Hat
2016-04-30,290,Norway_KaggleRama_Kaggle Sticker
2016-04-30,227,Sweden_KaggleMart_Kaggle Mug
2016-04-30,544,Sweden_KaggleMart_Kaggle Hat
2016-04-30,136,Sweden_KaggleMart_Kaggle Sticker
2016-04-30,371,Sweden_KaggleRama_Kaggle Mug
2016-04-30,941,Sweden_KaggleRama_Kaggle Hat
2016-04-30,218,Sweden_KaggleRama_Kaggle Sticker
2016-05-01,204,Finland_KaggleMart_Kaggle Mug
2016-05-01,455,Finland_KaggleMart_Kaggle Hat
2016-05-01,115,Finland_KaggleMart_Kaggle Sticker
2016-05-01,347,Finland_KaggleRama_Kaggle Mug
2016-05-01,798,Finland_KaggleRama_Kaggle Hat
2016-05-01,196,Finland_KaggleRama_Kaggle Sticker
2016-05-01,332,Norway_KaggleMart_Kaggle Mug
2016-05-01,701,Norway_KaggleMart_Kaggle Hat
2016-05-01,169,Norway_KaggleMart_Kaggle Sticker
2016-05-01,565,Norway_KaggleRama_Kaggle Mug
2016-05-01,1310,Norway_KaggleRama_Kaggle Hat
2016-05-01,335,Norway_KaggleRama_Kaggle Sticker
2016-05-01,212,Sweden_KaggleMart_Kaggle Mug
2016-05-01,531,Sweden_KaggleMart_Kaggle Hat
2016-05-01,125,Sweden_KaggleMart_Kaggle Sticker
2016-05-01,429,Sweden_KaggleRama_Kaggle Mug
2016-05-01,976,Sweden_KaggleRama_Kaggle Hat
2016-05-01,199,Sweden_KaggleRama_Kaggle Sticker
2016-05-02,160,Finland_KaggleMart_Kaggle Mug
2016-05-02,399,Finland_KaggleMart_Kaggle Hat
2016-05-02,84,Finland_KaggleMart_Kaggle Sticker
2016-05-02,299,Finland_KaggleRama_Kaggle Mug
2016-05-02,653,Finland_KaggleRama_Kaggle Hat
2016-05-02,155,Finland_KaggleRama_Kaggle Sticker
2016-05-02,256,Norway_KaggleMart_Kaggle Mug
2016-05-02,542,Norway_KaggleMart_Kaggle Hat
2016-05-02,151,Norway_KaggleMart_Kaggle Sticker
2016-05-02,446,Norway_KaggleRama_Kaggle Mug
2016-05-02,1103,Norway_KaggleRama_Kaggle Hat
2016-05-02,246,Norway_KaggleRama_Kaggle Sticker
2016-05-02,190,Sweden_KaggleMart_Kaggle Mug
2016-05-02,414,Sweden_KaggleMart_Kaggle Hat
2016-05-02,101,Sweden_KaggleMart_Kaggle Sticker
2016-05-02,322,Sweden_KaggleRama_Kaggle Mug
2016-05-02,746,Sweden_KaggleRama_Kaggle Hat
2016-05-02,176,Sweden_KaggleRama_Kaggle Sticker
2016-05-03,167,Finland_KaggleMart_Kaggle Mug
2016-05-03,383,Finland_KaggleMart_Kaggle Hat
2016-05-03,88,Finland_KaggleMart_Kaggle Sticker
2016-05-03,287,Finland_KaggleRama_Kaggle Mug
2016-05-03,701,Finland_KaggleRama_Kaggle Hat
2016-05-03,143,Finland_KaggleRama_Kaggle Sticker
2016-05-03,233,Norway_KaggleMart_Kaggle Mug
2016-05-03,601,Norway_KaggleMart_Kaggle Hat
2016-05-03,141,Norway_KaggleMart_Kaggle Sticker
2016-05-03,494,Norway_KaggleRama_Kaggle Mug
2016-05-03,1092,Norway_KaggleRama_Kaggle Hat
2016-05-03,263,Norway_KaggleRama_Kaggle Sticker
2016-05-03,203,Sweden_KaggleMart_Kaggle Mug
2016-05-03,456,Sweden_KaggleMart_Kaggle Hat
2016-05-03,104,Sweden_KaggleMart_Kaggle Sticker
2016-05-03,374,Sweden_KaggleRama_Kaggle Mug
2016-05-03,825,Sweden_KaggleRama_Kaggle Hat
2016-05-03,200,Sweden_KaggleRama_Kaggle Sticker
2016-05-04,166,Finland_KaggleMart_Kaggle Mug
2016-05-04,400,Finland_KaggleMart_Kaggle Hat
2016-05-04,84,Finland_KaggleMart_Kaggle Sticker
2016-05-04,306,Finland_KaggleRama_Kaggle Mug
2016-05-04,669,Finland_KaggleRama_Kaggle Hat
2016-05-04,169,Finland_KaggleRama_Kaggle Sticker
2016-05-04,263,Norway_KaggleMart_Kaggle Mug
2016-05-04,661,Norway_KaggleMart_Kaggle Hat
2016-05-04,154,Norway_KaggleMart_Kaggle Sticker
2016-05-04,520,Norway_KaggleRama_Kaggle Mug
2016-05-04,1106,Norway_KaggleRama_Kaggle Hat
2016-05-04,247,Norway_KaggleRama_Kaggle Sticker
2016-05-04,223,Sweden_KaggleMart_Kaggle Mug
2016-05-04,487,Sweden_KaggleMart_Kaggle Hat
2016-05-04,101,Sweden_KaggleMart_Kaggle Sticker
2016-05-04,333,Sweden_KaggleRama_Kaggle Mug
2016-05-04,844,Sweden_KaggleRama_Kaggle Hat
2016-05-04,194,Sweden_KaggleRama_Kaggle Sticker
2016-05-05,172,Finland_KaggleMart_Kaggle Mug
2016-05-05,414,Finland_KaggleMart_Kaggle Hat
2016-05-05,84,Finland_KaggleMart_Kaggle Sticker
2016-05-05,335,Finland_KaggleRama_Kaggle Mug
2016-05-05,655,Finland_KaggleRama_Kaggle Hat
2016-05-05,183,Finland_KaggleRama_Kaggle Sticker
2016-05-05,309,Norway_KaggleMart_Kaggle Mug
2016-05-05,667,Norway_KaggleMart_Kaggle Hat
2016-05-05,156,Norway_KaggleMart_Kaggle Sticker
2016-05-05,543,Norway_KaggleRama_Kaggle Mug
2016-05-05,1211,Norway_KaggleRama_Kaggle Hat
2016-05-05,299,Norway_KaggleRama_Kaggle Sticker
2016-05-05,219,Sweden_KaggleMart_Kaggle Mug
2016-05-05,459,Sweden_KaggleMart_Kaggle Hat
2016-05-05,115,Sweden_KaggleMart_Kaggle Sticker
2016-05-05,365,Sweden_KaggleRama_Kaggle Mug
2016-05-05,865,Sweden_KaggleRama_Kaggle Hat
2016-05-05,196,Sweden_KaggleRama_Kaggle Sticker
2016-05-06,204,Finland_KaggleMart_Kaggle Mug
2016-05-06,488,Finland_KaggleMart_Kaggle Hat
2016-05-06,113,Finland_KaggleMart_Kaggle Sticker
2016-05-06,321,Finland_KaggleRama_Kaggle Mug
2016-05-06,814,Finland_KaggleRama_Kaggle Hat
2016-05-06,188,Finland_KaggleRama_Kaggle Sticker
2016-05-06,340,Norway_KaggleMart_Kaggle Mug
2016-05-06,712,Norway_KaggleMart_Kaggle Hat
2016-05-06,179,Norway_KaggleMart_Kaggle Sticker
2016-05-06,510,Norway_KaggleRama_Kaggle Mug
2016-05-06,1122,Norway_KaggleRama_Kaggle Hat
2016-05-06,302,Norway_KaggleRama_Kaggle Sticker
2016-05-06,225,Sweden_KaggleMart_Kaggle Mug
2016-05-06,514,Sweden_KaggleMart_Kaggle Hat
2016-05-06,129,Sweden_KaggleMart_Kaggle Sticker
2016-05-06,387,Sweden_KaggleRama_Kaggle Mug
2016-05-06,897,Sweden_KaggleRama_Kaggle Hat
2016-05-06,222,Sweden_KaggleRama_Kaggle Sticker
2016-05-07,227,Finland_KaggleMart_Kaggle Mug
2016-05-07,545,Finland_KaggleMart_Kaggle Hat
2016-05-07,130,Finland_KaggleMart_Kaggle Sticker
2016-05-07,410,Finland_KaggleRama_Kaggle Mug
2016-05-07,902,Finland_KaggleRama_Kaggle Hat
2016-05-07,225,Finland_KaggleRama_Kaggle Sticker
2016-05-07,352,Norway_KaggleMart_Kaggle Mug
